doc_id,title_text,tagline,post_tag,post_date,topic,topic_label,umap_sem_x,umap_sem_y,umap_tem_x,umap_tem_y
1986,Sinfonía para un nuevo equilibrio,El discurso de Alberto Fernández,,2020-03-02 12:27:37,0,0_político_política_electoral,11.043122,5.498878,8.038993,4.475414
1987,El default en casa,Deuda privada y derechos humanos,,2020-03-03 15:07:42,4,4_déficit_deuda_endeudamiento,9.597077,8.284606,10.584544,5.484541
1988,No pasar por esta vida como un fantasma,Lohana Berkins,LGBTIQ+; Memoria trans; Orgullo,2020-03-04 12:05:32,7,7_aborto_abortar_anticonceptivo,6.053079,3.3817573,9.950098,-5.351776
1989,Olor a diablo,AnfibiaPapel CUERPO,,2020-03-05 12:03:28,39,39_morir_muerte_moribundo,6.3055606,3.5987449,9.478418,-1.86625
1990,Cuadernos de existencia lesbiana,Contra la ola feminista victimizante,Higui; LGBTIQ+,2020-03-06 10:09:50,1,1_feminismo_feminista_patriarcado,6.1926155,2.7282019,9.256901,-4.248773
1991,#8M ¿Por qué paramos en América Latina?,Especial 070 y Revista Anfibia,8M: Paro internacional y plurinacional de mujeres y disidencias,2020-03-08 17:34:19,1,1_feminismo_feminista_patriarcado,5.521793,2.7436464,9.40546,-4.316165
1992,El paro y la furia desde el acorazado travesti trans,El #9M de Luz Aimé,Memoria trans,2020-03-09 11:25:38,23,23_justicia_judicial_juzgado,9.08741,2.668316,8.452792,-3.8332639
1993,"Ni feminazis ni femilasies: cultura, política y feminismo",Museo del Libro y de la Lengua,,2020-03-10 15:39:07,1,1_feminismo_feminista_patriarcado,7.501479,2.6459332,9.285823,-4.284882
1994,El virus fue a la escuela,Coronavirus en Viedma,,2020-03-11 12:10:04,5,5_pedagógico_enseñanza_escolar,7.205459,7.9385686,3.7508438,-3.1575181
1995,Rosario: 14 días para aislar el virus,Coronavirus y volver de Italia,Rosario; Rosariocronica,2020-03-11 14:26:58,8,8_epidemia_vacunar_virus,7.2088456,7.930307,8.335508,0.012370213
1996,Coronavirus: la OMS lo anunció en septiembre,La carrera por la primera vacuna,,2020-03-13 11:08:40,8,8_epidemia_vacunar_virus,7.3581495,7.920613,8.449925,0.52325314
1997,La intemperie puertas adentro,Coronavirus en Chaco,,2020-03-16 10:32:55,8,8_epidemia_vacunar_virus,7.299338,7.941829,7.889878,-0.26484865
1998,"Vejez, humor y aguante",Coronavirus y mayores de 65,,2020-03-16 13:14:37,8,8_epidemia_vacunar_virus,7.2841415,7.8628545,8.151761,-0.19031522
1999,Coronavirus mata petróleo,Crisis de hidrocarburos,,2020-03-17 10:39:30,21,21_soviética_soviético_vladimir,8.10661,7.746928,7.7361345,2.3795745
2000,La última cena antes del home office,Coronavirus en Alemania,,2020-03-18 10:26:41,11,11_asesino_testimonio_testigo,7.188602,7.926407,7.130943,-1.6282165
2001,"Voceros del virus: pseudoprogres, tibios y extremistas",Los discursos de la pandemia,,2020-03-19 13:47:52,8,8_epidemia_vacunar_virus,7.8551903,7.144113,8.637273,1.6322114
2002,"Controlar la pandemia, gobernar el miedo","Coronavirus, infodemia y la antropofobia",,2020-03-20 10:42:31,8,8_epidemia_vacunar_virus,7.3511124,7.8932996,8.466465,0.7042813
2003,Atrapada en el país de Trump,Coronavirus en Nueva York,,2020-03-21 10:35:43,41,41_pobreza_inmobiliario_habitante,9.985736,4.425089,7.0853887,-0.55471545
2004,No son vacaciones,El coronavirus de oriente a occidente,,2020-03-23 12:37:37,32,32_catástrofe_desastre_tragedia,7.2226973,7.9559755,7.4925995,-0.24387468
2005,"Justificar, silenciar, encubrir",Las declaraciones de Videla sobre los desaparecidos,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Terrorismo de Estado,2020-03-24 12:44:04,23,23_justicia_judicial_juzgado,9.358782,3.719807,9.49149,4.1326485
2006,El oráculo de las palabras,Coronavirus y aislamiento,,2020-03-24 18:09:59,37,37_astrónomo_ciencia_universo,7.29281,7.853136,5.416653,-0.5757214
2007,El virus que corona a Alberto,Cómo se toman las decisiones en el gobierno,,2020-03-25 14:34:12,8,8_epidemia_vacunar_virus,9.856121,5.3785734,8.725155,2.6163397
2008,Bolsonavirus,Pandemia y cacerolazos en Brasil,Brasil; Covid-19; Internacional; Jair Bolsonaro,2020-03-26 15:46:42,16,16_brasil_brasilero_brasilia,11.845328,4.3106003,6.9230285,8.404042
2009,La cuarentena de lxs sin techo,Coronavirus y aislamiento social,,2020-03-30 10:25:23,6,6_asesinato_policía_policial,8.293978,6.968629,7.1932225,-1.2393783
2010,La globalización se declara en quiebra,Coronavirus y capitalismo financiero,,2020-03-31 09:57:43,4,4_déficit_deuda_endeudamiento,7.753986,7.7328057,7.925006,2.183879
2011,Nunca estuvimos más cerca,Coronavirus y aislamiento en el Conurbano,,2020-03-31 10:28:29,3,3_literario_escritora_autor,7.30979,7.678115,6.6632533,-4.815861
2012,Con el aplauso no alcanza,"Confianza, salud y políticas públicas",,2020-04-01 12:54:36,8,8_epidemia_vacunar_virus,7.711709,7.7975745,8.369934,0.67812645
2013,Parar la olla durante la pandemia,Economía popular y cuidados colectivos,,2020-04-02 10:44:00,15,15_sindicalismo_reforma_político,8.841933,7.242646,7.0288763,0.7185214
2014,Los nuevos hámsters de las plataformas,Coronavirus y trabajo a distancia,Teletrabajo,2020-04-02 11:57:56,15,15_sindicalismo_reforma_político,9.723807,7.2030563,6.2976303,1.2781004
2015,El virus nos está desnudando,Coronavirus en Italia,,2020-04-03 10:25:20,8,8_epidemia_vacunar_virus,7.2391977,7.82845,8.43425,0.12482454
2016,La sobremesa con un papá nerd,Coronavirus: carta a nuestrxs hijxs,Covid-19,2020-04-04 10:31:26,28,28_futuro_pandemia_crisis,7.2268457,7.9116025,8.486272,0.97796535
2017,La ilusión de vivir como siempre,Coronavirus y neoliberalismo en Nueva York,,2020-04-06 10:34:17,28,28_futuro_pandemia_crisis,8.676693,7.410757,8.435907,1.0415378
2018,Diario del aislamiento en Italia,Crónicas del Coronavirus,,2020-04-06 14:52:23,8,8_epidemia_vacunar_virus,7.3220677,7.8774343,7.8990016,-0.30890778
2019,Escapados sin salida,"Cuarentena, salud pública y economía",,2020-04-06 16:12:51,4,4_déficit_deuda_endeudamiento,9.268166,7.5653176,8.537492,3.0283916
2020,El dragón que dejó de ser un mito,China después del Coronavirus,,2020-04-07 14:10:18,21,21_soviética_soviético_vladimir,8.120038,7.475779,7.788243,2.409297
2021,"""Dios espera demasiado de mí""",Poco ortodoxa,Netflix; Zapping cultural,2020-04-08 13:08:12,1,1_feminismo_feminista_patriarcado,7.3642855,3.7865965,9.911395,-3.6873631
2022,"Deuda, vivienda y trabajo: una agenda feminista para la pospandemia",Coronavirus y neoliberalismo,,2020-04-09 10:49:05,28,28_futuro_pandemia_crisis,8.076715,7.441072,7.662793,0.59440976
2023,Reinventar el teatro,Coronavirus y artes escénicas,,2020-04-09 12:24:58,8,8_epidemia_vacunar_virus,7.5043364,4.4239745,8.654008,0.791975
2024,Los falsos profetas de la pospandemia,Filosofía y coronavirus,,2020-04-10 17:01:15,28,28_futuro_pandemia_crisis,7.7531195,7.3514743,8.511748,1.0606064
2025,Muy en una: Edición Corona Virus,Nuevo podcast anfibio,Covid-19,2020-04-13 11:11:43,8,8_epidemia_vacunar_virus,7.297114,7.8816276,8.507426,0.73455954
2026,La economía en cinco postales,Coronavirus y empleo,,2020-04-14 09:40:40,15,15_sindicalismo_reforma_político,7.676671,7.6275964,6.9256716,1.0795064
2027,Te prefiero fuera de foco,"Lo público, la intimidad y la cuarentena",Covid-19,2020-04-15 11:47:07,14,14_mediático_periodístico_político,6.112922,4.6414895,10.508231,2.017703
2028,Vigilar y castigar (en democracia),Coronavirus y fuerzas de seguridad,,2020-04-15 13:05:47,15,15_sindicalismo_reforma_político,7.4179816,7.1636395,6.72955,0.6192854
2029,China: cómo se ordena la población más grande del mundo,"Gripes, pandemias y disciplina",,2020-04-16 10:43:10,5,5_pedagógico_enseñanza_escolar,7.3871007,7.9154754,7.3611455,0.38223562
2030,No tener olfato,Coronavirus en primera persona,Covid-19,2020-04-17 10:58:26,8,8_epidemia_vacunar_virus,7.1466494,7.8183494,8.463107,-0.5420559
2031,"Una salida con forma de ""V""",Coronavirus y trabajo,,2020-04-20 10:37:28,15,15_sindicalismo_reforma_político,9.375879,7.9617205,7.0812774,1.2980096
2032,Lógica policial o ética del cuidado,"Coronavirus, aislamiento y políticas de control",,2020-04-21 16:17:55,6,6_asesinato_policía_policial,7.2385364,7.0969954,7.7130723,-1.3202918
2033,Extraño a gente que no conozco,Fiestas virtuales,,2020-04-24 06:26:11,38,38_bailarín_tango_protagonista,7.071876,4.635311,14.097909,-3.8960426
2034,¿Qué hacer con los varones que agreden?,"Coronavirus, aislamiento y violencias",,2020-04-28 10:36:10,1,1_feminismo_feminista_patriarcado,7.2825403,7.0993752,9.403487,-4.6457486
2035,Una lucha silenciosa y silenciada,José León Suárez: todas las pandemias,,2020-04-28 12:26:20,41,41_pobreza_inmobiliario_habitante,9.152508,6.741923,6.5936823,-1.0473073
2036,Nuestro Green New Deal,Justicia Ecosocial y Económica,,2020-04-29 09:00:01,4,4_déficit_deuda_endeudamiento,8.087619,7.2132607,8.084729,2.1624012
2037,La hermandad de mi cuadra,"Clase media, crisis y pandemia",Covid-19,2020-04-29 11:10:57,32,32_catástrofe_desastre_tragedia,8.9702215,6.123124,6.7648826,-1.0512689
2038,Migrantes: la cuarentena imposible,Las fronteras de la pandemia,,2020-04-30 16:46:18,15,15_sindicalismo_reforma_político,9.016532,7.2387567,7.1895924,0.74813807
2039,Por qué no abrimos antes Google Classroom,"Coronavirus, escuela y aprendizaje",,2020-05-04 11:49:40,5,5_pedagógico_enseñanza_escolar,5.9450603,5.924521,3.586815,-3.1665497
2040,Nuggets y murciélagos: cómo cocinamos las pandemias de hoy,Coronavirus y granjas industriales,,2020-05-05 10:26:26,8,8_epidemia_vacunar_virus,7.7257895,7.794081,8.470051,0.54483277
2041,Somos más frágiles de lo que pensábamos,La pandemia y su devenir,Covid-19,2020-05-05 13:10:05,8,8_epidemia_vacunar_virus,7.7129765,7.28106,8.511207,0.80318606
2042,El planeta en el Titanic,"Política, ciencia y calentamiento global",,2020-05-06 12:14:01,8,8_epidemia_vacunar_virus,7.71583,7.5947537,8.5021,0.669926
2043,La rebelión contra la evidencia,Cacerolazos en cuarentena,,2020-05-08 11:22:20,4,4_déficit_deuda_endeudamiento,9.442489,7.6727605,8.73476,2.9926212
2044,El virus no se detiene en la entrada del penal,"Las Cárceles, el Covid-19 y el mundo exterior",,2020-05-08 13:23:51,8,8_epidemia_vacunar_virus,8.907087,6.555833,7.662708,0.49778703
2045,Nuestro futuro,Pandemia y dilemas por venir,,2020-05-08 17:15:24,28,28_futuro_pandemia_crisis,7.5364547,7.197437,8.772068,-0.11857628
2046,El daño de las pandemias,El Covid y los intelectuales,,2020-05-11 10:55:50,28,28_futuro_pandemia_crisis,7.9294662,7.047494,8.489729,1.1007423
2047,Una nueva economía moral,Coronavirus y distancias sociales,,2020-05-12 10:36:26,4,4_déficit_deuda_endeudamiento,8.9908285,7.655538,8.458274,3.007086
2048,Hacerle honor a la tragedia,"Pandemia, cuerpos y teatro",Covid-19,2020-05-13 10:50:47,39,39_morir_muerte_moribundo,7.2011304,7.7804947,9.445292,-2.0854802
2049,Puedo decirte quién no soy,Camila Sosa Villada,,2020-05-15 11:23:02,29,29_ficción_protagonista_personaje,7.738193,2.3940754,8.086875,-2.3095403
2050,Cuerpo por cuerpo,Adelanto de Aramburu,,2020-05-15 15:42:27,39,39_morir_muerte_moribundo,8.854016,3.080461,9.653658,-2.2836945
2051,Las crónicas del mundo que viene,"Cambio climático, extinción y literatura",COP26; Crisis climática,2020-05-18 10:57:51,28,28_futuro_pandemia_crisis,8.047878,6.3972206,5.3490286,-0.5164378
2052,Imposible sobrevivir a una pandemia sin agua,Coronavirus en la Villa 31,Covid-19,2020-05-18 14:09:26,20,20_ríos_río_arroyo,8.551448,6.9429197,5.254746,-1.0399476
2053,Sabía que ibas a reaccionar así,Cómo nos comportamos ante la flexibilización,,2020-05-19 14:46:21,8,8_epidemia_vacunar_virus,7.5236564,7.7055464,8.791469,2.5163755
2054,Navegar contra el viento en los tiempos del virus,"Estado, sociedad y Covid 19",Covid-19,2020-05-20 11:49:02,28,28_futuro_pandemia_crisis,7.9377837,7.12175,8.472431,0.99133617
2055,El desorden de los sentidos,Coronavirus y subjetividades,Covid-19; Escuela de Arte y Patrimonio; UNSAM,2020-05-21 10:33:45,24,24_arte_artes_art,7.517516,3.2481167,12.895916,-2.167317
2056,¿Cuántos puentes hacen falta para frenar el virus?,Las organizaciones sociales en la pandemia,,2020-05-22 16:07:45,41,41_pobreza_inmobiliario_habitante,8.666141,6.9384828,6.9205894,-0.4232098
2057,Una respuesta (religiosa) a la fragilidad del mundo,La fe en tiempos de Covid-19,Covid-19,2020-05-26 11:29:47,13,13_papal_catolicismo_arzobispo,10.101724,3.3263752,-1.6571932,7.3821607
2058,Instrucciones para desactivar la función muerte,Anfibia Papel CUERPO,,2020-05-27 10:35:26,39,39_morir_muerte_moribundo,7.788384,2.9255304,9.282162,-1.4851551
2059,Un senegalés en Bahía Blanca,Migrantes de otro mundo: la historia de Nar Dieng,,2020-05-28 10:30:37,11,11_asesino_testimonio_testigo,9.579583,5.4337435,7.4092655,-1.6234406
2060,Cómo no dejar escapar una vida entera,"Trabajo precarizado, renta básica y poscapitalismo",,2020-05-28 12:06:21,15,15_sindicalismo_reforma_político,9.309901,7.3436346,6.3723726,1.3654164
2061,Planificar la salud para curar la desigualdad,Pandemia y desafíos del sistema público,Covid-19,2020-06-01 13:11:05,8,8_epidemia_vacunar_virus,7.9938617,7.6142845,8.37592,0.9369274
2062,No podemos respirar,#BlackLivesMatter,#BlackLivesMatter; Racismo en Argentina,2020-06-01 21:13:19,21,21_soviética_soviético_vladimir,9.597469,4.6823015,6.774314,2.984566
2063,Así es el racismo criollo,De Estados Unidos a Argentina,Racismo en Argentina,2020-06-02 11:05:00,21,21_soviética_soviético_vladimir,9.724613,5.209262,6.9407887,3.3379695
2064,Cómo es la opresión racial,"EEUU, violencia policial y población afro",#BlackLivesMatter; Estados Unidos; Racismo en Argentina,2020-06-03 11:03:04,25,25_violencia_feminismo_feminista,9.596626,5.147638,6.8532133,2.789149
2065,La rebelión empieza en el Río Misisipi,Testimonios desde Estados Unidos,,2020-06-03 16:04:20,11,11_asesino_testimonio_testigo,9.584357,4.979816,7.472262,-1.7788788
2066,La nueva normalidad de la participación ciudadana,¿Democracia en pausa?,,2020-06-04 11:10:15,28,28_futuro_pandemia_crisis,9.281392,6.5984473,8.755182,2.5479255
2067,Nos tienen en la mira,Pueblos indígenas en Chaco,,2020-06-05 13:30:14,20,20_ríos_río_arroyo,8.822078,6.3617883,5.238796,-1.0469153
2068,La mala muerte,"Duelos, rituales y Covid-19",Covid-19,2020-06-08 10:29:37,39,39_morir_muerte_moribundo,7.021022,6.7058234,9.222221,-1.1724046
2069,El hashtag que no polariza,#AbortoLegal,,2020-06-09 10:48:56,31,31_digital_internet_tecnología,4.697907,3.1576025,10.312922,2.5675073
2070,Las 5 vidas de las políticas sociales,Ciclo IDAES ¿Por dónde salimos?,Escuela IDAES; Movimientos sociales; UNSAM,2020-06-11 10:31:34,15,15_sindicalismo_reforma_político,10.348265,6.058418,8.530027,3.256563
2071,Las oportunidades y alarmas que enciende el caso Vicentín,Los nuevos modelos de empresas estatales,,2020-06-11 14:36:53,12,12_economía_económico_futuro,8.646725,7.7756596,8.493921,1.9526814
2072,Testigos de la caída,Cómo vive Santa Fe la intervención de Vicentin,,2020-06-12 15:47:22,15,15_sindicalismo_reforma_político,8.775625,7.225066,7.1102347,1.7509094
2073,Me olvido de todo menos de mi cuerpo,Pescarse el Covid en país ajeno,Pedro Lemebel,2020-06-16 12:10:36,39,39_morir_muerte_moribundo,7.171946,7.8342094,8.523576,-0.57932866
2074,Disputar el modelo de producción,Ambientalismo popular,COP26; Crisis climática,2020-06-17 10:42:43,28,28_futuro_pandemia_crisis,9.052743,6.7979045,8.174558,1.724599
2075,Ensuciar al enemigo,El discurso político de la oposición,,2020-06-18 11:32:19,0,0_político_política_electoral,10.866951,6.394593,8.064121,5.324621
2076,¿Qué aprendemos los varones padres?,"Pandemia, aislamiento y paternidades",,2020-06-19 11:56:54,1,1_feminismo_feminista_patriarcado,5.9671373,4.4753065,9.497242,-3.8324482
2077,Cien días que sacudieron al Estado,Asistencia en modo remoto,,2020-06-22 11:32:42,15,15_sindicalismo_reforma_político,9.558738,7.1468077,6.988312,0.5840701
2078,Imaginarios para salir del desastre,Conversación entre Angela Davis y Naomi Klein,,2020-06-23 12:04:10,28,28_futuro_pandemia_crisis,7.2710648,7.810728,8.344692,0.905234
2079,El problema no es el escote,Mujeres en televisión,,2020-06-24 10:55:14,1,1_feminismo_feminista_patriarcado,5.961331,3.4958665,9.85148,-3.1727817
2080,¿A qué le tenemos miedo?,Coronavirus en América Latina,Covid-19,2020-06-26 11:42:51,8,8_epidemia_vacunar_virus,8.237388,6.781946,8.485587,1.1619132
2081,Los desmontes sin cuarentena,Topadoras y fuego: las armas del agronegocio,,2020-06-30 12:25:12,8,8_epidemia_vacunar_virus,8.243292,7.6258736,8.158476,1.4601394
2082,¿Una globalización distinta cada mes?,Los peligros después de la pandemia,,2020-07-01 11:59:28,8,8_epidemia_vacunar_virus,7.766731,7.196339,7.487868,0.5501026
2083,¿Qué es una vida digna?,El debate por la redistribución de la riqueza,,2020-07-03 12:26:16,15,15_sindicalismo_reforma_político,8.50441,7.695021,6.959561,0.5838962
2084,"Después de la pandemia, el tsunami tecnológico",Industria 4.0 y el futuro del trabajo,,2020-07-06 11:10:44,17,17_innovación_tecnológico_tecno,7.6108046,6.829096,9.648154,1.6198981
2085,"Hornear, tuitear y castigar",Bake off: final inesperado,,2020-07-06 17:06:30,14,14_mediático_periodístico_político,7.6233816,5.61613,10.682181,2.005238
2086,Un diccionario para hablar de “naturaleza”,Ecocrítica: las humanidades ambientales,,2020-07-07 12:06:31,28,28_futuro_pandemia_crisis,8.218596,6.9468822,8.794359,0.22097704
2087,La batalla por la propiedad en clave feminista,Ley de alquileres e intervención de Vicentin,,2020-07-08 11:36:22,4,4_déficit_deuda_endeudamiento,9.213825,6.8481965,7.0370684,0.041962896
2088,Un lugar para los besos que no damos,Aguafuertes de aislamiento,,2020-07-08 13:30:50,38,38_bailarín_tango_protagonista,8.164309,2.452651,10.2725315,-2.6029618
2089,Son días de silencio inusual en la favela,Coronavirus en Brasil,Covid-19,2020-07-08 19:35:02,41,41_pobreza_inmobiliario_habitante,9.781322,4.3056045,6.811216,-0.8462008
2090,Pensar un mundo mejor o explotar al humano como nunca antes,El dilema de la filosofía tech,,2020-07-10 11:54:59,17,17_innovación_tecnológico_tecno,7.549329,7.007941,9.835329,1.489009
2091,Agustín Alezzo: el hombre amurallado,La memoria del maestro,,2020-07-13 11:29:33,24,24_arte_artes_art,8.79677,2.8436537,12.385035,-2.2534244
2092,El patch-work legal sobre la prostitución,Argentina: entre la reglamentación y el abolicionismo,,2020-07-14 12:38:35,1,1_feminismo_feminista_patriarcado,5.7415676,3.5267072,10.416069,-4.430471
2093,¿De qué hablamos cuando hablamos de pobreza?,La vida de los barrios populares en Montevideo,,2020-07-15 10:35:23,41,41_pobreza_inmobiliario_habitante,9.267991,6.986924,7.0077105,-0.029905256
2094,Un nuevo mapa global: la única salida de esta crisis,"América Latina, ambiente y pospandemia",,2020-07-16 17:42:46,12,12_economía_económico_futuro,8.358507,6.9189677,8.398138,1.9399109
2095,Volver al aula para reconstruir una sociedad,Enseñar y aprender en la pandemia,,2020-07-17 11:15:21,5,5_pedagógico_enseñanza_escolar,5.8684616,5.8178077,3.64907,-3.1857917
2096,El último baile,Cristina Fernández de Kirchner,,2020-07-20 10:47:32,0,0_político_política_electoral,10.91636,5.3039827,9.1186,4.4405704
2097,Cuando las derechas toman las calles,"De la ""infectadura"" a las plazas",,2020-07-21 09:59:58,0,0_político_política_electoral,10.458343,5.5672703,8.097978,4.987126
2098,Los feminismos están repensando el mundo,"Globalización, violencias y relatos",,2020-07-21 13:18:35,1,1_feminismo_feminista_patriarcado,5.7089934,2.8782399,9.595394,-4.733415
2099,El único cable hacia el mundo,"Infancias, plataformas y cuarentena",,2020-07-22 10:37:24,31,31_digital_internet_tecnología,5.9030066,5.90369,10.325152,1.4946591
2100,Un concurso fantástico,Fondo Nacional de las Artes: la polémica por el género,,2020-07-27 12:00:36,3,3_literario_escritora_autor,7.2955866,4.0299087,7.4332247,-4.927474
2101,"Biblias, botas y votos",Crisis política y sanitaria en Bolivia,,2020-07-28 11:19:30,10,10_boliviano_bolivia_político,10.866767,4.4679017,8.605359,2.6375425
2102,Tus zonas erróneas,La regulación estatal de Google y Facebook,,2020-07-29 10:50:40,31,31_digital_internet_tecnología,7.5200634,6.276066,10.705943,1.7058667
2103,Intensidades peligrosas,El discurso del odio como amenaza a la democracia,,2020-08-01 15:47:18,28,28_futuro_pandemia_crisis,8.3036585,5.595959,8.654722,2.8244922
2104,"Deuda externa, no eterna",Economía e ideología,,2020-08-03 17:49:04,4,4_déficit_deuda_endeudamiento,9.719945,8.143027,10.427095,5.5780234
2105,Cómo adaptar un sistema científico a una pandemia,#OrgulloUnsam,UNSAM,2020-08-04 18:22:04,8,8_epidemia_vacunar_virus,7.5985394,7.4744134,8.497101,0.5853155
2106,La cultura independiente después del apagón,Ciclo IDAES ¿Por dónde salimos?,Escuela IDAES; UNSAM,2020-08-05 15:18:49,31,31_digital_internet_tecnología,7.2496176,5.9338403,10.720703,1.4941058
2107,Derecho a la desconexión,Ley de teletrabajo,Teletrabajo,2020-08-06 10:29:26,15,15_sindicalismo_reforma_político,9.07547,7.075191,6.557501,1.1644697
2108,El Punto G de mi fragilidad,Sexteame,,2020-08-07 12:09:03,1,1_feminismo_feminista_patriarcado,5.482826,3.232965,9.794263,-2.8666081
2109,Por qué los rusos aman a Natalia Oreiro,El documental Nasha Natacha,Natalia Oreiro; Netflix; Rusia; Zapping cultural,2020-08-10 11:25:08,21,21_soviética_soviético_vladimir,11.347709,7.5541058,14.123612,4.168855
2110,El virus de la cancelación,Punitivismo y redes sociales,,2020-08-11 11:02:59,31,31_digital_internet_tecnología,7.691419,5.733986,10.179533,1.5370147
2111,El nuevo enemigo público no es humano,La pandemia como falla de inteligencia,Covid-19,2020-08-12 14:36:25,17,17_innovación_tecnológico_tecno,10.362922,7.177032,8.764369,1.2239308
2112,TikTok: el baile por la dominación digital global,"Estados Unidos, China y la geopolítica",,2020-08-18 11:49:35,17,17_innovación_tecnológico_tecno,7.7134886,6.157394,9.870657,1.6114373
2113,Belleza para momentos disruptivos,Colaboración arte y ciencia,,2020-08-19 10:52:22,24,24_arte_artes_art,7.255837,4.40812,10.285972,0.088052966
2114,Distintas chimeneas de un mismo fuego,Rosario: quema de humedales del Delta del Paraná,Rosario; Rosariocronica,2020-08-21 15:42:44,20,20_ríos_río_arroyo,9.245534,5.239585,5.3191724,-1.027906
2115,Cómo desarmar la infodemia,"Fake news, medios y Estado",,2020-08-25 11:48:46,14,14_mediático_periodístico_político,7.6370783,5.276526,10.557572,2.4387424
2116,El derecho penal en la mira,Los feminismos en la encrucijada del punitivismo,Punitivismo,2020-08-26 16:52:18,1,1_feminismo_feminista_patriarcado,6.026335,3.6537602,9.600436,-4.676663
2117,Consejos políticos para el sexo virtual,Tecnocapitalismo y cuarentena,,2020-08-28 10:25:49,31,31_digital_internet_tecnología,7.376494,6.1581144,10.299574,1.6451727
2118,La ciencia argentina está en órbita,SAOCOM 1B: un lanzamiento en pandemia,,2020-08-31 10:58:09,17,17_innovación_tecnológico_tecno,8.148614,7.4044876,9.30935,1.5476677
2119,Desconfío,El negacionismo científico en la pandemia,,2020-09-01 10:30:48,37,37_astrónomo_ciencia_universo,10.733488,6.5857973,8.739902,2.7520623
2120,Los cuerpos de la pandemia y sus calles domesticadas,Covid y desaceleración,Covid-19,2020-09-03 11:41:01,28,28_futuro_pandemia_crisis,9.132096,6.413583,8.400297,-0.1827635
2121,Internet se rompió,Los arrepentidos de la tecnología,,2020-09-04 10:23:23,31,31_digital_internet_tecnología,7.4530363,6.113749,10.7215185,1.6479955
2122,Los cuerpos aparecen por casualidad,Facundo Castro: la policía como problema político,,2020-09-07 12:47:47,6,6_asesinato_policía_policial,9.474887,3.9713938,7.67048,-1.467402
2123,¿Quién nos va a cuidar de viejes?,Ciclo IDAES ¿Por dónde salimos?,Escuela IDAES; UNSAM,2020-09-08 13:16:49,1,1_feminismo_feminista_patriarcado,9.205762,7.541164,10.53247,-4.457305
2124,El péndulo y el tobogán,La política argentina y su devenir,,2020-09-09 10:24:03,16,16_brasil_brasilero_brasilia,10.801941,5.234107,7.1363945,7.772268
2125,Comer delante de los pobres,El reclamo de la Policía Bonaerense,Violencia policial,2020-09-10 15:47:57,15,15_sindicalismo_reforma_político,9.659121,7.519776,6.4744387,0.94137615
2126,Hablar de racismo hasta que ya no exista,El hip hop será antirracista o no será hip hop,Racismo en Argentina,2020-09-10 16:11:17,24,24_arte_artes_art,5.812308,4.504651,12.898775,-2.090448
2127,Mejor que arengar es escuchar,El reclamo de la Policía Bonaerense,,2020-09-11 11:12:27,15,15_sindicalismo_reforma_político,9.73239,6.7243934,6.560209,0.8544873
2128,"Armados, uniformados y movilizados",El reclamo de la Policía Bonaerense,Violencia policial,2020-09-11 15:21:59,6,6_asesinato_policía_policial,10.510685,4.995401,7.7245193,-1.3574599
2129,La guerra tibia a un click,"Tik Tok, 5G, Huawei",,2020-09-14 14:28:31,17,17_innovación_tecnológico_tecno,7.618681,6.2838264,7.2500505,2.6795888
2130,Cuidados para atravesar la pandemia,PBA: qué hacen las feministas en el Ministerio de Salud,Covid-19,2020-09-15 10:31:52,7,7_aborto_abortar_anticonceptivo,4.713508,3.7095578,10.078845,-5.819424
2131,Narco y necro: la estética del capitalismo,El consumo sin filtro,,2020-09-16 11:42:46,24,24_arte_artes_art,9.262889,6.09448,10.591658,0.11063412
2132,Las injusticias sociales detrás del cambio climático,De la física a la política,,2020-09-17 10:38:16,12,12_economía_económico_futuro,8.27631,7.2330966,8.557453,1.9136361
2133,Cuevas: el problema es legal no moral,Dólares y mercado informal,,2020-09-17 15:44:49,4,4_déficit_deuda_endeudamiento,9.319755,6.922414,10.659468,5.5635514
2134,El nuevo prime time,Vivos de Instagram,,2020-09-18 10:56:34,31,31_digital_internet_tecnología,7.2225766,5.378929,10.92734,2.0346196
2135,El odio como lenguaje,Política y redes,,2020-09-19 15:05:59,31,31_digital_internet_tecnología,8.139358,5.577951,9.888476,2.9555638
2136,¿A dónde quieren que nos vayamos?,La toma de Guernica,,2020-09-23 13:09:52,11,11_asesino_testimonio_testigo,9.006521,7.2422495,6.7954197,-1.2635137
2137,"Coscu, el Señor Twitch",I.R.L. o vivir con la cámara en la cabeza,,2020-09-24 12:09:52,31,31_digital_internet_tecnología,8.547244,4.5283284,10.802162,1.7709893
2138,Hate news,Política y redes,,2020-09-28 11:16:24,14,14_mediático_periodístico_político,8.131526,5.6497726,10.170526,2.3790011
2139,Todo lo que pasa cuando se derrite un glaciar,Cambio climático y cuerpos de hielo,,2020-09-29 15:16:22,20,20_ríos_río_arroyo,8.27977,7.059683,5.022849,-0.65388405
2140,"Twitter, el laboratorio político",Polarización en Argentina y Estados Unidos,,2020-09-30 11:24:05,31,31_digital_internet_tecnología,10.549592,5.671546,9.85361,2.928385
2141,La libertad que convive con la muerte,Necroliberalismo,,2020-10-01 11:25:44,39,39_morir_muerte_moribundo,7.3666997,7.918951,9.201788,-1.096693
