Topic,Words,Frequency,Timestamp,Name
3,"literario, libro, manuscrito, literatura, publicar",5,2018-09-15 16:48:00.000,3_literario_escritora_autor_literatura
4,"democracias, político, política, democracia, democrático",3,2018-09-15 16:48:00.000,4_déficit_deuda_endeudamiento_inflación
5,"pedagógico, escolar, colegio, educativo, escuela",3,2018-09-15 16:48:00.000,5_pedagógico_enseñanza_escolar_educativo
6,"político, hombre, pueblo, recorrer, moto",4,2018-09-15 16:48:00.000,6_asesinato_policía_policial_maldonado
7,"aborto, abortar, política, debate, feminismo",3,2018-09-15 16:48:00.000,7_aborto_abortar_anticonceptivo_embarazo
8,"epidemia, virus, contagio, infectado, predador",1,2018-09-15 16:48:00.000,8_epidemia_vacunar_virus_vacuna
10,"venezuela, presidente, latinoamericano, presidencial, trump",1,2018-09-15 16:48:00.000,10_boliviano_bolivia_político_política
12,"alimentario, alimento, comida, alimentar, alimentación",1,2018-09-15 16:48:00.000,12_economía_económico_futuro_ambiental
13,"evangélico, teología, teológico, protestante, catolicismo",2,2018-09-15 16:48:00.000,13_papal_catolicismo_arzobispo_católica
14,"mediático, twitter, cuestionar, publicar, público",3,2018-09-15 16:48:00.000,14_mediático_periodístico_político_perio...
15,"austeridad, política, reforma, economía, laboral",3,2018-09-15 16:48:00.000,15_sindicalismo_reforma_político_polític...
16,"brasil, brasilia, brasileño, político, política",9,2018-09-15 16:48:00.000,16_brasil_brasilero_brasilia_brasileño
19,"periodista, periodístico, víctima, violencia, ficción",1,2018-09-15 16:48:00.000,19_periodista_periodístico_periódico_nar...
20,"mexicano, desierto, colombi, méxico, cactus",1,2018-09-15 16:48:00.000,20_ríos_río_arroyo_agua
21,"presidente, trump, g20, washington, américa",1,2018-09-15 16:48:00.000,21_soviética_soviético_vladimir_rusia
22,"reggaetón, músico, música, cantante, cultural",3,2018-09-15 16:48:00.000,22_música_musical_músico_rapero
23,"jurisprudencia, judicial, tribunal, constitucional, juez",1,2018-09-15 16:48:00.000,23_justicia_judicial_juzgado_condenar
24,"actrices, actoral, actriz, patriarcado, cultura",1,2018-09-15 16:48:00.000,24_arte_artes_art_estética
25,"feminismo, feminista, violación, asesinar, prejuicio",3,2018-09-15 16:48:00.000,25_violencia_feminismo_feminista_violent...
27,"palestina, palestino, sionista, militante, israel",1,2018-09-15 16:48:00.000,27_israel_netanyahu_israelí_palestina
28,"neoliberalismo, política, político, anticapitalista, neoliberal",1,2018-09-15 16:48:00.000,28_futuro_pandemia_crisis_pensamiento
29,"enamorar, enamoramiento, amor, mirándolo, personaje",1,2018-09-15 16:48:00.000,29_ficción_protagonista_personaje_melodr...
30,"decolonial, originario, colonial, cultura, brasil",2,2018-09-15 16:48:00.000,30_sociedad_comunitario_proyecto_comunid...
33,"naval, barco, marino, submarino, espíritu",1,2018-09-15 16:48:00.000,33_submarino_marino_naufragio_océano
34,"película, guionista, escritor, roberto, personaje",2,2018-09-15 16:48:00.000,34_película_personaje_actor_hombre
35,"venezuela, cubano, venezolano, cuba, mexicano",2,2018-09-15 16:48:00.000,35_cubano_cubana_cuba_chile
37,"astrólogo, astrología, filosofía, teoría, cosmo",3,2018-09-15 16:48:00.000,37_astrónomo_ciencia_universo_teoría
38,"luchador, luchadora, ring, boxeo, marcial",1,2018-09-15 16:48:00.000,38_bailarín_tango_protagonista_ballet
41,"político, política, legislatura, legislador, pobre",4,2018-09-15 16:48:00.000,41_pobreza_inmobiliario_habitante_pobre
0,"político, política, electoral, electorado, candidato",19,2019-01-22 08:24:00.000,0_político_política_electoral_candidato
1,"feminismo, feminista, patriarcado, patriarcal, político",13,2019-01-22 08:24:00.000,1_feminismo_feminista_patriarcado_mascul...
2,"futbolista, futbolero, jugadora, fútbol, jugador",2,2019-01-22 08:24:00.000,2_fifa_futbolista_fútbol_deporte
3,"poesía, ficciones, concurso, libro, quejido",2,2019-01-22 08:24:00.000,3_literario_escritora_autor_literatura
4,"economía, pobreza, reforma, económico, crisis",4,2019-01-22 08:24:00.000,4_déficit_deuda_endeudamiento_inflación
5,"institucionalizar, pedagógico, educativo, discusión, reforma",3,2019-01-22 08:24:00.000,5_pedagógico_enseñanza_escolar_educativo
6,"deportación, preso, policial, policía, detenido",2,2019-01-22 08:24:00.000,6_asesinato_policía_policial_maldonado
7,"aborto, embarazado, embarazo, maternidad, reproductivo",1,2019-01-22 08:24:00.000,7_aborto_abortar_anticonceptivo_embarazo
10,"venezuela, venezolano, bolivariana, colombia, latinoamericano",4,2019-01-22 08:24:00.000,10_boliviano_bolivia_político_política
12,"agroexportador, economía, cosecha, tonelada, producción",1,2019-01-22 08:24:00.000,12_economía_económico_futuro_ambiental
13,"catolicismo, arzobispo, católica, católico, jesuítico",1,2019-01-22 08:24:00.000,13_papal_catolicismo_arzobispo_católica
14,"journalism, periodística, mediático, documental, colaborativo",2,2019-01-22 08:24:00.000,14_mediático_periodístico_político_perio...
15,"laboral, capitalismo, trabajo, emprendedor, trabajador",3,2019-01-22 08:24:00.000,15_sindicalismo_reforma_político_polític...
17,"tecnología, digital, plataformas, videogonzalo, plataforma",2,2019-01-22 08:24:00.000,17_innovación_tecnológico_tecno_tecnolog...
19,"narrativo, publicar, periodista, relato, redacción",2,2019-01-22 08:24:00.000,19_periodista_periodístico_periódico_nar...
22,"música, mario, músico, musical, rosario",2,2019-01-22 08:24:00.000,22_música_musical_músico_rapero
23,"abogado, judicial, justicia, impunidad, ley",2,2019-01-22 08:24:00.000,23_justicia_judicial_juzgado_condenar
24,"teatro, dramaturgia, teatral, festival, concierto",1,2019-01-22 08:24:00.000,24_arte_artes_art_estética
25,"pedofilia, abusar, tortura, abuso, víctima",5,2019-01-22 08:24:00.000,25_violencia_feminismo_feminista_violent...
28,"thrones, trono, spoiler, personaje, episodio",1,2019-01-22 08:24:00.000,28_futuro_pandemia_crisis_pensamiento
29,"amante, amar, amor, personaje, hombre",3,2019-01-22 08:24:00.000,29_ficción_protagonista_personaje_melodr...
30,"felicidad, happiness, felices, feliz, bienestar",1,2019-01-22 08:24:00.000,30_sociedad_comunitario_proyecto_comunid...
31,"cibervigilancia, selfie, público, sociólogo, vigilancia",1,2019-01-22 08:24:00.000,31_digital_internet_tecnología_móvil
33,"archipiélago, isla, islas, litoral, atlántico",1,2019-01-22 08:24:00.000,33_submarino_marino_naufragio_océano
34,"hombre, enamorado, amor, amar, padre",2,2019-01-22 08:24:00.000,34_película_personaje_actor_hombre
37,"cientificismo, cientificista, cientificidad, ciencia, fundamentalista",1,2019-01-22 08:24:00.000,37_astrónomo_ciencia_universo_teoría
38,"espectadora, performático, espectador, escena, actriz",2,2019-01-22 08:24:00.000,38_bailarín_tango_protagonista_ballet
39,"sufrir, síntoma, vocal, voz, médico",2,2019-01-22 08:24:00.000,39_morir_muerte_moribundo_cadáver
40,"marzo, marcha, denuncia, mujer, parada",3,2019-01-22 08:24:00.000,40_manifestación_feminista_multitud_mili...
41,"oligarquía, barón, empresario, negocio, alberto",1,2019-01-22 08:24:00.000,41_pobreza_inmobiliario_habitante_pobre
0,"político, política, progresismo, democracia, democrático",21,2019-05-31 00:00:00.000,0_político_política_electoral_candidato
1,"feminismo, feminista, cisexista, patriarcal, machismo",4,2019-05-31 00:00:00.000,1_feminismo_feminista_patriarcado_mascul...
2,"futbolero, futbolista, fútbol, fifa, deporte",3,2019-05-31 00:00:00.000,2_fifa_futbolista_fútbol_deporte
3,"literario, escritor, poeta, autor, afroargentino",6,2019-05-31 00:00:00.000,3_literario_escritora_autor_literatura
4,"economista, endeudamiento, inflación, monetario, devaluación",5,2019-05-31 00:00:00.000,4_déficit_deuda_endeudamiento_inflación
5,"pedagógico, educativo, enseñar, aula, escolar",3,2019-05-31 00:00:00.000,5_pedagógico_enseñanza_escolar_educativo
6,"represivo, gobierno, memorándum, liberar, ruiz",2,2019-05-31 00:00:00.000,6_asesinato_policía_policial_maldonado
7,"aborto, abortar, ordenanza, amalia, anticonceptivo",1,2019-05-31 00:00:00.000,7_aborto_abortar_anticonceptivo_embarazo
11,"asesino, homicidio, víctima, crimen, matar",1,2019-05-31 00:00:00.000,11_asesino_testimonio_testigo_víctima
12,"ambientalismo, veganismo, causar, alimentación, vegano",3,2019-05-31 00:00:00.000,12_economía_económico_futuro_ambiental
13,"evangélico, pastor, cristian, cristiano, religioso",1,2019-05-31 00:00:00.000,13_papal_catolicismo_arzobispo_católica
14,"mediático, periodístico, político, periodista, política",5,2019-05-31 00:00:00.000,14_mediático_periodístico_político_perio...
15,"desempleo, laboral, empleo, empleado, trabajo",3,2019-05-31 00:00:00.000,15_sindicalismo_reforma_político_polític...
17,"laboral, oficina, trabajo, work, empleado",1,2019-05-31 00:00:00.000,17_innovación_tecnológico_tecno_tecnolog...
20,"boliviano, bolivia, chiquitanía, incendio, fuego",1,2019-05-31 00:00:00.000,20_ríos_río_arroyo_agua
22,"musical, solista, músico, música, melodía",1,2019-05-31 00:00:00.000,22_música_musical_músico_rapero
23,"tribunal, cortesano, judicial, justicia, juez",1,2019-05-31 00:00:00.000,23_justicia_judicial_juzgado_condenar
24,"artístico, museo, galería, exhibición, arte",1,2019-05-31 00:00:00.000,24_arte_artes_art_estética
25,"patriarcal, justicia, travesticidios, travesticidio, dedicás",1,2019-05-31 00:00:00.000,25_violencia_feminismo_feminista_violent...
26,"fotoperiodismo, relato, reporteros, fotógrafo, retratado",1,2019-05-31 00:00:00.000,26_fotoperiodismo_retratar_retrato_fotóg...
28,"crisis, macrismo, futuro, catástrofe, precariedad",4,2019-05-31 00:00:00.000,28_futuro_pandemia_crisis_pensamiento
29,"protagonista, personaje, ficción, libro, criar",3,2019-05-31 00:00:00.000,29_ficción_protagonista_personaje_melodr...
30,"brasil, brasileño, literatura, afroargentino, afrodescendiente",4,2019-05-31 00:00:00.000,30_sociedad_comunitario_proyecto_comunid...
32,"budista, budismo, monje, ritual, funerario",1,2019-05-31 00:00:00.000,32_catástrofe_desastre_tragedia_terremot...
34,"pedro, lemebel, personaje, santo, escrito",1,2019-05-31 00:00:00.000,34_película_personaje_actor_hombre
35,"puertorriqueño, revolución, embajador, político, caribe",1,2019-05-31 00:00:00.000,35_cubano_cubana_cuba_chile
37,"filosófico, filosofía, inteligencia, ideología, realismo",1,2019-05-31 00:00:00.000,37_astrónomo_ciencia_universo_teoría
41,"sociología, pobreza, político, política, violencia",4,2019-05-31 00:00:00.000,41_pobreza_inmobiliario_habitante_pobre
0,"neoliberalismo, neoliberal, político, política, agenda",19,2019-10-06 15:36:00.000,0_político_política_electoral_candidato
1,"feminismo, feminista, patriarcado, lesbiano, político",7,2019-10-06 15:36:00.000,1_feminismo_feminista_patriarcado_mascul...
2,"cerveza, carlos, histérico, nutricionista, adelgazar",1,2019-10-06 15:36:00.000,2_fifa_futbolista_fútbol_deporte
4,"austeridad, economista, endeudamiento, crisis, reforma",9,2019-10-06 15:36:00.000,4_déficit_deuda_endeudamiento_inflación
5,"pedagógico, enseñanza, educar, enseñar, educativo",5,2019-10-06 15:36:00.000,5_pedagógico_enseñanza_escolar_educativo
6,"chileno, chile, revolución, represión, tortura",2,2019-10-06 15:36:00.000,6_asesinato_policía_policial_maldonado
7,"abortar, aborto, embarazos, embarazo, legalización",1,2019-10-06 15:36:00.000,7_aborto_abortar_anticonceptivo_embarazo
10,"boliviano, bolivia, venezuela, colombia, venezolano",8,2019-10-06 15:36:00.000,10_boliviano_bolivia_político_política
11,"madre, identidad, mamá, adopción, tía",1,2019-10-06 15:36:00.000,11_asesino_testimonio_testigo_víctima
12,"política, crisis, gobierno, económico, australia",3,2019-10-06 15:36:00.000,12_economía_económico_futuro_ambiental
14,"político, electoral, voto, votante, presidencial",1,2019-10-06 15:36:00.000,14_mediático_periodístico_político_perio...
15,"laboral, trabajo, trabajadora, empleo, empleado",6,2019-10-06 15:36:00.000,15_sindicalismo_reforma_político_polític...
16,"neoliberalismo, neoliberal, posfascismo, autoritario, dictadura",1,2019-10-06 15:36:00.000,16_brasil_brasilero_brasilia_brasileño
17,"debate, futuro, sociedad, ciencia, social",1,2019-10-06 15:36:00.000,17_innovación_tecnológico_tecno_tecnolog...
18,"chile, revuelta, protesta, política, pasean",1,2019-10-06 15:36:00.000,18_chileno_chile_político_dictadura
20,"brasil, contaminado, represa, crimen, matar",1,2019-10-06 15:36:00.000,20_ríos_río_arroyo_agua
22,"rapero, música, music, músico, musical",6,2019-10-06 15:36:00.000,22_música_musical_músico_rapero
24,"cultura, inventar, creación, cultural, artista",2,2019-10-06 15:36:00.000,24_arte_artes_art_estética
25,"hostigamiento, castigado, castigo, policial, abusivo",2,2019-10-06 15:36:00.000,25_violencia_feminismo_feminista_violent...
26,"siglo, arte, vila, retratar, sala",1,2019-10-06 15:36:00.000,26_fotoperiodismo_retratar_retrato_fotóg...
27,"irán, iraní, teherán, armenia, país",1,2019-10-06 15:36:00.000,27_israel_netanyahu_israelí_palestina
29,"protagonista, documental, personaje, subjetividad, libro",4,2019-10-06 15:36:00.000,29_ficción_protagonista_personaje_melodr...
30,"sociedad, situacional, política, político, investigación",4,2019-10-06 15:36:00.000,30_sociedad_comunitario_proyecto_comunid...
34,"fiesta, borracha, contundente, hombre, beso",1,2019-10-06 15:36:00.000,34_película_personaje_actor_hombre
36,"holocausto, genocidio, nazismo, política, dictadura",1,2019-10-06 15:36:00.000,36_holocausto_terrorista_siria_europa
37,"lector, neurociencia, cerebro, libro, periodista",1,2019-10-06 15:36:00.000,37_astrónomo_ciencia_universo_teoría
39,"muerte, morir, dioses, papi, decisión",1,2019-10-06 15:36:00.000,39_morir_muerte_moribundo_cadáver
40,"recorrer, ambulante, fanático, plaza, marcha",1,2019-10-06 15:36:00.000,40_manifestación_feminista_multitud_mili...
41,"mafia, político, pobreza, política, ilegalidad",3,2019-10-06 15:36:00.000,41_pobreza_inmobiliario_habitante_pobre
0,"política, político, democracia, democrático, autoritario",5,2020-02-12 07:12:00.000,0_político_política_electoral_candidato
1,"feminista, feminismo, lesbianismo, lesbiana, lesbiano",2,2020-02-12 07:12:00.000,1_feminismo_feminista_patriarcado_mascul...
3,"narradora, autora, literario, escritora, autor",4,2020-02-12 07:12:00.000,3_literario_escritora_autor_literatura
4,"capitalismo, economía, pobreza, crisis, liberalismo",4,2020-02-12 07:12:00.000,4_déficit_deuda_endeudamiento_inflación
5,"pedagógico, enseñar, enseñanza, educativo, lectivo",5,2020-02-12 07:12:00.000,5_pedagógico_enseñanza_escolar_educativo
6,"dictadura, represivo, político, represión, víctima",6,2020-02-12 07:12:00.000,6_asesinato_policía_policial_maldonado
7,"antiaborto, aborto, abortar, activismo, feminista",2,2020-02-12 07:12:00.000,7_aborto_abortar_anticonceptivo_embarazo
8,"coronavirus, epidemia, virus, infectado, contagio",33,2020-02-12 07:12:00.000,8_epidemia_vacunar_virus_vacuna
9,"marchar, persecución, violentar, prisión, asesinar",1,2020-02-12 07:12:00.000,9_político_libertario_política_presidenc...
12,"ambientalismo, agropecuario, crisis, economía, gobierno",5,2020-02-12 07:12:00.000,12_economía_económico_futuro_ambiental
13,"religión, creencia, fe, pandemia, religioso",1,2020-02-12 07:12:00.000,13_papal_catolicismo_arzobispo_católica
15,"sociedad, gobierno, capitalista, proletariado, laboral",3,2020-02-12 07:12:00.000,15_sindicalismo_reforma_político_polític...
16,"crisis, virus, coronaviru, coronavirus, bolsonaro",1,2020-02-12 07:12:00.000,16_brasil_brasilero_brasilia_brasileño
19,"periodistas, periodístico, periodista, periódico, periodismo",1,2020-02-12 07:12:00.000,19_periodista_periodístico_periódico_nar...
20,"indígena, violencia, comunidad, municipio, policía",1,2020-02-12 07:12:00.000,20_ríos_río_arroyo_agua
22,"djs, dj, música, micrófono, banda",1,2020-02-12 07:12:00.000,22_música_musical_músico_rapero
24,"teatro, artístico, arte, inventado, reflexionar",2,2020-02-12 07:12:00.000,24_arte_artes_art_estética
25,"batalla, identidad, discutir, feminidad, discriminación",1,2020-02-12 07:12:00.000,25_violencia_feminismo_feminista_violent...
28,"crisis, neoliberalismo, futuro, pandemia, neoliberal",11,2020-02-12 07:12:00.000,28_futuro_pandemia_crisis_pensamiento
29,"judaísmo, rabino, ortodoxas, ortodoxa, ortodoxo",1,2020-02-12 07:12:00.000,29_ficción_protagonista_personaje_melodr...
30,"libro, paisaje, poblador, hombre, puestero",2,2020-02-12 07:12:00.000,30_sociedad_comunitario_proyecto_comunid...
39,"muerte, mortalidad, morir, moribundo, víctima",2,2020-02-12 07:12:00.000,39_morir_muerte_moribundo_cadáver
41,"comunitario, pobreza, sociedad, vecino, urbano",4,2020-02-12 07:12:00.000,41_pobreza_inmobiliario_habitante_pobre
42,"hormona, masculino, diablo, padre, cuerpo",1,2020-02-12 07:12:00.000,42_padre_papá_hijo_abuelo
0,"populismo, político, política, oposición, conservador",10,2020-06-19 22:48:00.000,0_político_política_electoral_candidato
1,"feminismo, feminista, patriarcado, opresión, lesbiano",5,2020-06-19 22:48:00.000,1_feminismo_feminista_patriarcado_mascul...
3,"kiss, erótico, boca, amor, abrazo",1,2020-06-19 22:48:00.000,3_literario_escritora_autor_literatura
4,"endeudamiento, deuda, pobreza, economista, monetario",2,2020-06-19 22:48:00.000,4_déficit_deuda_endeudamiento_inflación
5,"educativo, escolar, enseñanza, escuela, enseñar",3,2020-06-19 22:48:00.000,5_pedagógico_enseñanza_escolar_educativo
6,"desaparición, sospechar, desaparecido, comisaría, matar",2,2020-06-19 22:48:00.000,6_asesinato_policía_policial_maldonado
7,"pandemia, sanitario, cuidar, sanitaria, responsabilidad",1,2020-06-19 22:48:00.000,7_aborto_abortar_anticonceptivo_embarazo
8,"epidemia, virus, coronavirus, pandemia, miedo",6,2020-06-19 22:48:00.000,8_epidemia_vacunar_virus_vacuna
10,"bolivia, boliviano, venezuela, venezolano, político",4,2020-06-19 22:48:00.000,10_boliviano_bolivia_político_política
12,"ecológico, ambiental, climático, ambiente, mundial",10,2020-06-19 22:48:00.000,12_economía_económico_futuro_ambiental
14,"mediático, twitter, sociedad, desinformación, público",4,2020-06-19 22:48:00.000,14_mediático_periodístico_político_perio...
15,"gobierno, institucional, reforma, jubilación, político",3,2020-06-19 22:48:00.000,15_sindicalismo_reforma_político_polític...
17,"tecnológico, innovación, tecnología, futuro, industria",6,2020-06-19 22:48:00.000,17_innovación_tecnológico_tecno_tecnolog...
18,"chileno, chile, democracia, político, dictadura",2,2020-06-19 22:48:00.000,18_chileno_chile_político_dictadura
20,"incendio, fuego, humo, ambientalista, llama",1,2020-06-19 22:48:00.000,20_ríos_río_arroyo_agua
21,"ruso, rusia, moscú, soviético, fanático",1,2020-06-19 22:48:00.000,21_soviética_soviético_vladimir_rusia
22,"twitch, seguidor, videojuego, showrunner, gamer",1,2020-06-19 22:48:00.000,22_música_musical_músico_rapero
24,"artes, estética, estético, arte, creatividad",3,2020-06-19 22:48:00.000,24_arte_artes_art_estética
25,"feminismo, feminista, justicia, crimen, penal",1,2020-06-19 22:48:00.000,25_violencia_feminismo_feminista_violent...
28,"debate, amenaza, filósofo, crisis, pandémico",7,2020-06-19 22:48:00.000,28_futuro_pandemia_crisis_pensamiento
31,"internet, digitalización, digital, tecnológico, tecnología",2,2020-06-19 22:48:00.000,31_digital_internet_tecnología_móvil
34,"dramaturgo, actor, alonso, maestro, personaje",1,2020-06-19 22:48:00.000,34_película_personaje_actor_hombre
41,"política, discusión, pobreza, sociedad, gobierno",5,2020-06-19 22:48:00.000,41_pobreza_inmobiliario_habitante_pobre
0,"político, política, democracia, presidencial, electoral",12,2020-10-26 14:24:00.000,0_político_política_electoral_candidato
1,"feminista, feminismo, matrimonio, mujeres, género",2,2020-10-26 14:24:00.000,1_feminismo_feminista_patriarcado_mascul...
2,"hombre, futbolista, miguel, entrenador, gracia",7,2020-10-26 14:24:00.000,2_fifa_futbolista_fútbol_deporte
3,"literario, poeta, libro, lectura, autora",2,2020-10-26 14:24:00.000,3_literario_escritora_autor_literatura
4,"alquiler, endeudamiento, deuda, vivienda, habitacional",1,2020-10-26 14:24:00.000,4_déficit_deuda_endeudamiento_inflación
5,"pedagógico, enseñanza, educativo, enseñar, escolar",5,2020-10-26 14:24:00.000,5_pedagógico_enseñanza_escolar_educativo
6,"morir, muerto, hombre, causa, muerte",3,2020-10-26 14:24:00.000,6_asesinato_policía_policial_maldonado
7,"político, política, abortar, autoritarismos, aborto",9,2020-10-26 14:24:00.000,7_aborto_abortar_anticonceptivo_embarazo
8,"vacuna, vacunar, vacunado, vacunación, epidemia",5,2020-10-26 14:24:00.000,8_epidemia_vacunar_virus_vacuna
10,"boliviano, bolivia, venezuela, colombia, dictadura",3,2020-10-26 14:24:00.000,10_boliviano_bolivia_político_política
11,"homicidio, condena, delito, crimen, víctima",4,2020-10-26 14:24:00.000,11_asesino_testimonio_testigo_víctima
12,"progresismo, futuro, política, agroecológico, crisis",5,2020-10-26 14:24:00.000,12_economía_económico_futuro_ambiental
13,"evangelismo, teológico, secularizado, eclesiástico, evangélico",3,2020-10-26 14:24:00.000,13_papal_catolicismo_arzobispo_católica
14,"mediático, propaganda, periodístico, político, política",5,2020-10-26 14:24:00.000,14_mediático_periodístico_político_perio...
19,"periodista, periodístico, escritor, periódico, publicar",1,2020-10-26 14:24:00.000,19_periodista_periodístico_periódico_nar...
20,"feminismo, mujeres, posesión, mujer, género",1,2020-10-26 14:24:00.000,20_ríos_río_arroyo_agua
21,"vladimir, rusia, soviética, ruso, soviético",3,2020-10-26 14:24:00.000,21_soviética_soviético_vladimir_rusia
22,"hippie, música, contracultura, siglo, contracultural",1,2020-10-26 14:24:00.000,22_música_musical_músico_rapero
24,"activismo, cultural, políticamente, artista, arte",1,2020-10-26 14:24:00.000,24_arte_artes_art_estética
25,"discriminatorio, represivo, policial, policía, penalizar",1,2020-10-26 14:24:00.000,25_violencia_feminismo_feminista_violent...
28,"pandemia, crisis, colapso, colapsar, indignación",3,2020-10-26 14:24:00.000,28_futuro_pandemia_crisis_pensamiento
29,"personaje, villana, protagonista, ficción, cómics",2,2020-10-26 14:24:00.000,29_ficción_protagonista_personaje_melodr...
30,"migración, migrar, migrant, americano, viajar",2,2020-10-26 14:24:00.000,30_sociedad_comunitario_proyecto_comunid...
34,"rapisardi, película, varón, callejero, carlitos",1,2020-10-26 14:24:00.000,34_película_personaje_actor_hombre
35,"cubano, cuba, península, playa, mexicano",1,2020-10-26 14:24:00.000,35_cubano_cubana_cuba_chile
37,"soñó, comunismo, soñé, soñar, nazismo",2,2020-10-26 14:24:00.000,37_astrónomo_ciencia_universo_teoría
38,"dramaturgia, dramaturgo, teatro, textualmente, protagonista",1,2020-10-26 14:24:00.000,38_bailarín_tango_protagonista_ballet
0,"político, política, conservador, dictadura, progresista",10,2021-03-04 06:00:00.000,0_político_política_electoral_candidato
1,"feminismo, feminista, patriarcado, masculinidad, patriarcal",13,2021-03-04 06:00:00.000,1_feminismo_feminista_patriarcado_mascul...
2,"fútbol, carlos, sabalero, ronaldo, italia",1,2021-03-04 06:00:00.000,2_fifa_futbolista_fútbol_deporte
3,"literario, autor, literatura, escritora, escritor",10,2021-03-04 06:00:00.000,3_literario_escritora_autor_literatura
4,"progresismo, economía, pobreza, desigualdad, económico",3,2021-03-04 06:00:00.000,4_déficit_deuda_endeudamiento_inflación
5,"pedagógico, infancia, escolar, educativo, colegio",7,2021-03-04 06:00:00.000,5_pedagógico_enseñanza_escolar_educativo
6,"dictadura, político, ministro, presidente, rodríguez",2,2021-03-04 06:00:00.000,6_asesinato_policía_policial_maldonado
8,"vacunar, vacuna, vacunación, pandemia, contagio",7,2021-03-04 06:00:00.000,8_epidemia_vacunar_virus_vacuna
10,"colombia, venezuela, político, política, boliviano",5,2021-03-04 06:00:00.000,10_boliviano_bolivia_político_política
12,"ambiental, sustentable, sustentabilidad, ambiente, climático",5,2021-03-04 06:00:00.000,12_economía_económico_futuro_ambiental
13,"evangelismo, evangélico, pentecostal, cristiano, religioso",1,2021-03-04 06:00:00.000,13_papal_catolicismo_arzobispo_católica
14,"conspiracionista, conspiracionismo, conspirativa, conspiración, desinformación",2,2021-03-04 06:00:00.000,14_mediático_periodístico_político_perio...
15,"afectividad, laboral, empleadora, empleado, empleador",3,2021-03-04 06:00:00.000,15_sindicalismo_reforma_político_polític...
17,"inteligencia, inteligente, tecnológico, tecnología, sociedad",3,2021-03-04 06:00:00.000,17_innovación_tecnológico_tecno_tecnolog...
18,"chile, chileno, constitución, democracia, constitucional",2,2021-03-04 06:00:00.000,18_chileno_chile_político_dictadura
19,"mediático, femicidio, periodista, novela, mediatización",1,2021-03-04 06:00:00.000,19_periodista_periodístico_periódico_nar...
20,"hidrovía, agua, ríos, río, paisaje",3,2021-03-04 06:00:00.000,20_ríos_río_arroyo_agua
23,"antipunitivismo, magistratura, político, política, judicial",3,2021-03-04 06:00:00.000,23_justicia_judicial_juzgado_condenar
25,"violencia, violento, odio, intolerancia, asesinar",3,2021-03-04 06:00:00.000,25_violencia_feminismo_feminista_violent...
28,"crisis, político, política, futuro, democracia",7,2021-03-04 06:00:00.000,28_futuro_pandemia_crisis_pensamiento
29,"sitcom, episodio, amiga, café, personaje",1,2021-03-04 06:00:00.000,29_ficción_protagonista_personaje_melodr...
31,"meme, digital, criptomoneda, arte, artista",1,2021-03-04 06:00:00.000,31_digital_internet_tecnología_móvil
34,"marcelo, lázaro, maestro, abelardo, padre",2,2021-03-04 06:00:00.000,34_película_personaje_actor_hombre
37,"universo, futuro, pensamiento, pensándolo, imaginar",1,2021-03-04 06:00:00.000,37_astrónomo_ciencia_universo_teoría
38,"dramaturgia, guerrero, personaje, melodrama, bailarín",3,2021-03-04 06:00:00.000,38_bailarín_tango_protagonista_ballet
39,"dormir, sueño, intensivista, preocupación, cuidado",2,2021-03-04 06:00:00.000,39_morir_muerte_moribundo_cadáver
40,"perplejo, funerario, existencia, sensación, tapado",2,2021-03-04 06:00:00.000,40_manifestación_feminista_multitud_mili...
41,"policial, policía, ilícito, informant, burocrático",1,2021-03-04 06:00:00.000,41_pobreza_inmobiliario_habitante_pobre
0,"político, política, democracia, oposición, democrático",23,2021-07-10 21:36:00.000,0_político_política_electoral_candidato
1,"feminista, feminismo, revolución, homosexualidad, homosexual",6,2021-07-10 21:36:00.000,1_feminismo_feminista_patriarcado_mascul...
2,"futbolista, barcelona, campeón, brasil, fifa",9,2021-07-10 21:36:00.000,2_fifa_futbolista_fútbol_deporte
3,"literario, autor, escritora, literatura, escritor",7,2021-07-10 21:36:00.000,3_literario_escritora_autor_literatura
4,"endeudamiento, déficit, pobreza, macroeconómico, deuda",3,2021-07-10 21:36:00.000,4_déficit_deuda_endeudamiento_inflación
5,"pedagógico, enseñar, aula, docente, educar",3,2021-07-10 21:36:00.000,5_pedagógico_enseñanza_escolar_educativo
6,"documental, fama, desarmadero, matías, rey",3,2021-07-10 21:36:00.000,6_asesinato_policía_policial_maldonado
8,"epidemia, pandemia, contagio, vacunado, contagiar",6,2021-07-10 21:36:00.000,8_epidemia_vacunar_virus_vacuna
11,"causa, asesinar, denunciar, femicidio, asesino",2,2021-07-10 21:36:00.000,11_asesino_testimonio_testigo_víctima
12,"ambiental, deforestación, climático, futuro, renovable",5,2021-07-10 21:36:00.000,12_economía_económico_futuro_ambiental
13,"religiosidad, catolicismo, evangélico, agnóstico, religioso",2,2021-07-10 21:36:00.000,13_papal_catolicismo_arzobispo_católica
14,"banalización, mediático, ideológico, discursiva, periodista",4,2021-07-10 21:36:00.000,14_mediático_periodístico_político_perio...
16,"brasileño, brasil, brasilia, líder, curitiba",1,2021-07-10 21:36:00.000,16_brasil_brasilero_brasilia_brasileño
17,"innovación, tecnológico, capitalista, capitalismo, aceleracionismo",3,2021-07-10 21:36:00.000,17_innovación_tecnológico_tecno_tecnolog...
